,posting_date,description,title,country,employer,industry,id,source,lat,lng,location
2857,"Nov 5, 2019","working closely with business functions to understand their challenges and opportunities, and coordinate the delivery of solutions in support of member outcomes and the societys strategic plan.supporting the team of data scientists to develop understanding of programming and data science tools and statistical and mathematical techniques, playing a pivotal role to inspire and establish the organisations data science capabilities.supporting relevant stakeholders through quantitative analytics, and the application of appropriate advanced analytics for the businesss key initiatives.extensive knowledge of programming languages (e.g. python, r, julia, perl).expert in writing freehand sqlagainst both normalised and denormalised data warehouse structures (e.g. via aginity).highly numerate with experience in statistical analysis and regressional modelling.a strong foundation in data structures, algorithms, statistics, and machine learning.experienced in using programming tools (e.g. sas, matlab, jupyter), and in using jupyter notebooks.experience in data engineering (data profiling and intuition, data modelling/ wrangling, structured data processing (sql and etl) etc.experience in advanced analytics using mathematics and statistics (statistical modelling, data mining, working with ai & deep learning algorithms and large datasets) etc....experience in data visualisation (data visualisation tools (e.g. tableau, powerbi, excel, cognos), story-telling and the ability to convey complex ideas simply, and with a clear narrative) etc.",Senior Data Scientist, United Kingdom,Coventry Building Society,Lending,4203919278.0,Glassdoor,52.4167,-1.55,"Coventry, England"
2862,"Nov 5, 2019","you are an .thanks to your experience, you can advise a customer the advantages of data science and its added value;.you already have worked on .you have experience with big data technologies like hadoop, apache spark or storm;.you are fluent english and in dutch or french;.colleagues describe you as a driven and enthusiastic team member, who loves to take initiatives..you have knowledge of other programming languages like java, scala or sas;.you have proven experience in the microsoft bi stack: ssis, ssrs, ssas (mdx/dax)if thats you, come in and have a talk with us!.the opportunity to have a meaningful job where you can make a difference;.the chance to continuously evolve as a professional, coupled with a variety of training opportunities;.relevant career opportunities to get you where you want to be, with the it knowledge you need;.realdolmen wants you to find a balance between work and private life by offering flexible hours, satellite offices and home working;.32 days of annual leave, because life isnt all about working;.forget about the miles: we provide you with a company car and a national fuel card;.group insurance and hospitalization insurance, because we care about you;.and of course, we also offer a gross salary. one which is optimised from a net perspective for our employees!interested?.",Microsoft Data Scientist, Belgium,RealDolmen,IT Services,4204254164.0,Glassdoor,50.7667,4.3,Beersel
2863,"Nov 5, 2019","develop and maintain multi-touch attribution models across digital and non-digital marketing channels..estimate causal impact of marketing activities on financial outcomes in the short and long term..integrate marketing roi models with multi-touch attribution models (e.g., consistent media taxonomy, rationalize roi estimates)..prepare quarterly media optimization scenarios to inform media plans, financial forecasting, and target areas for efficiency gains..provide insights to marketing and channel leads on cost to acquire, value of digital engagement, and cross-channel impact of media..ensure high quality inputs into media mix models including accurate media spend by market, pricing/promotion position, competitor spend, and channel support..establish and maintain expert knowledge of the latest methodological innovations in marketing mix modeling..develop and maintain comprehensive customer segmentation models and recommendations for key focus segments..identify targeted audiences to optimize marketing communications for digital media, on-site personalization, and one-to-one marketing (e.g., email, sms, and direct mail) leveraging transactional data, online-browse behaviors, and 3rd parties..develop thought leadership on best variables and fields to define key audiences for customer glidepath management efforts..partner with it to build, manage, and refresh audiences in relational databases and campaign management platforms to execute segmented marketing programs..lead deep dives to identify highest performing audiences in digital media, on-site personalization, retargeting, and one-to-one marketing campaigns..develop audience targeting plans for media buying, on-site personalization, and one to one interaction..collaborate with vendors to build audiences in external databases and systems (e.g., dmp, third-party demographic data, etc.)..execute ad-hoc analyses as requested by leadership for development of segmented contact strategies. create and maintain reports detailing performance of key audiences and communicate results to key stakeholders.collect data from a wide variety of corporate databases and excel files..utilize your toolset in regular expressions to extract information from un-structured text documents and the web..handle missing data through an algorithmic approach such as multiple imputations to enable insights in sparse and messy data..use your inner whiz-kid to feature engineer the data to boost model accuracy..utilizing your algorithmic/programming toolkit, build predictive models to drive acquisition, engagement and retention and improve growth and profitability, and other such key performance indicators for our business..more specifically, apply algorithms equal or similar to the following: elastic net regularization for regression, random forests, generalized boosted models, generalized additive models, support vector machines, neural networks, and time-series forecasting. ability to communicate implications of the level of confidence in each of the models..implement formal modeling processes from end to end including data gathering, data profiling, numerical model building, calibration, cross-validation, putting product into production, etc..after building the models, pilot scorecards to track model performance and calculated improvement to business..explain complex modeling approaches in laymans terms and discuss modeling results and business case impacts with non-technical business users..bachelors or masters degree in mathematics, business, statistics, economics, computer science or equivalent combination of education and experience..<strong>minimum of 3 years of directly related experience and strong proficiency of predictive modeling techniques, test/learn, customer segmentation and mixed media modeling.</strong>.successful track record of applying complex analytics techniques in a retail company, ecommerce or consumer brand..strongly motivated to be a player in a team which is constantly working to improve themselves through discovering new analytics techniques and software tools to improve the quality of our work..superior research, statistical, analytical, processing and mathematical skills with ability to structure and conduct analyses..knowledge of digital marketing principles such as funnel optimization, ux, seo & landing page optimization & experience in running a/b tests for campaigns and deriving customer insights..proficiency in microsoft office suite, sql, and at least one of the following: sas, r, matlab, and/or python..strong verbal and written communication skills; ability to present complex information in an easy-to-understand manner with clear recommendations based on data insight..adaptability and the capability of multi-tasking and strong time management..thrive in a fastpaced, entrepreneurial environment..our people! we are very proud of our people, we power people to a better life.100% company paid benefits for employees.kitchen stocked with gourmet coffee, teas and free snacks.summer hours.top of the line hardware.",Senior Data Decision Scientist - Marketing,United States,Purchasing Power,Financial Transaction Processing,4200971279.0,Glassdoor,33.7489,-84.3881,"Atlanta, GA"
2876,"Nov 5, 2019",leaseauto en ns-business card;.,Senior Data Scientist, Netherlands,KPN ICT Consulting,IT Services,4185436510.0,Glassdoor,52.05,4.5,Zoetermeer
2884,"Nov 4, 2019","you'll be joining a team of data scientists which initiate and build models and logic.develop production-level code that runs and trains these models.deliver algorithms that constantly improve the quality of our matching.master's degree or higher in computer science / mathematics / statistics.at least 10 years experience in programming (java / python).nlp / machine learning / deep learning experience.experience in algorithm design and implementation.experience with linux environment, aws an advantage.team player with excellent communication skills.a fun environment where work-life balance is valued.opportunities for advancement as our young startup grows.very competitive salary.generous bonus plan.competitive benefits package.healthy snacks.",Lead Data Scientist,Israel,ZipRecruiter,Staffing & Outsourcing,4023996984.0,Glassdoor,32.0678,34.7647,Tel Aviv-Yafo
2885,"Nov 4, 2019","driving engineering culture of excellence in partnership with product teams.leading technical direction on design, implementation, and deployment of data services and pipelines that satisfy the evolving needs of our customers.coordinating leadership contribution and buy-in to design planning process across briq products and services.ensuring the use of data and ai is woven throughout the briq enterprise.establishing organizational best-practices scalable across teams and products resulting in consistent, high-quality, industry standard-setting analytics and ai systems.building internal and external relationships as a briq evangelist and thought leader.fifteen (15) years of experience in artificial intelligence, machine learning, natural language processing or related areas in the context of web-based software development/software engineering, data warehousing, or other client/server applications,.master's degree in computer science or a related field, phd preferred,.actively participated in a development team operating at large scale,.technically led a team of data scientists and demonstrated mentoring skills within the group,.experience with a wide range of programming languages such as python and scala,.experience with relational and nosql databases,.experience with real world applications of artificial intelligence and machine learning,.proficiency with cloud computing providers such as amazon web services, google cloud services, or microsoft azure..",Principal Data Scientist,United States,Briq,Enterprise Software & Network Solutions,4164520464.0,Glassdoor,34.4208,-119.6972,"Santa Barbara, CA"
2887,"Nov 4, 2019"," liaise with key stakeholders in understanding and identifying the business requirements and needs.. developing and implementing advanced analytics approaches including statistical modelling, machine learning algorithms, text mining, regression, web analytics etc. to answer business questions and drive actionable insights.. work with very large data sets (both structured and unstructured) and design, develop and implement r&d and pre-product prototype solutions. perform data cleansing/transformation, feature engineering, apply statistical analysis, data visualization, data mining. design and develop solutions using various algorithms and define path to implementation with it teams. communicate analytical results in a way that is meaningful for business stakeholders and provides actionable insights.. have the ability to discover new opportunities where advanced analytical techniques can be leveraged for solving business problems. great communication skills. experience of handling various data types and structures: structured and unstructured data, static and streaming data.. extensive prior experience in integrating data, profiling, validating and cleansing data. should possess extensive knowledge of and experience in applying data mining and machine learning techniques in a project context. excellent understanding of machine learning techniques and algorithms such as k-nn, naive bayes, svm, decision trees, random forests, etc.. high level of proficiency in statistical tools like r/python. proficiency in programming languages like python. experience with relational databases and proficiency in using query languages such as sql. knowledge of big data platforms like hadoop. knowledge of cloud platforms like google cloud/aws/azure. knowledge in any of the cloud components mentioned below will be preferred. gcp - big query, cloud ml, datalab, ai platform and automl. azure machine learning services (aml), cognitive services on azure.","Sr. Data Scientist – R, Python, Machine Learning",India,DataMetica,IT Services,4184262457.0,Glassdoor,18.5042,73.8531,Pune
2888,"Nov 4, 2019","development and implementation of data-intensive machine learning software for real-time auctioning, ad inventory estimation, audience segmentations, and other adtech applications.working with data scientists, product managers, and software engineers to develop and support the software for new machine learning products.ensuring excellence in delivery to internal and external customers.3+ years hands-on industry work experience designing and building large-scale data, machine learning, and analytics applications and pipelines that are well-designed, cleanly coded, well-documented, operationally stable, and timely delivered.5+ years total machine learning experience, including years of academic research.experience with r, python data analysis libraries (pandas, sklearn, numpy, scipy, and matplotlib), and spark mllib.proficiency with spark, hadoop, kafka, hive, and sql.solid software engineering skills, with proficiency in python and experience with scala, java, c/c++.ms / phd in computer science or related field.prior work experience with programmatic advertising/rtb.",Senior Data Scientist / Machine Learning Engineer,Canada,Pubmatic,Internet,4046571485.0,Glassdoor,49.25,-123.1333,Vancouver
2889,"Nov 4, 2019","research, design, implementation and optimization of state of the art cv/ml algorithms for our existing and upcoming products.share knowledge and mentor a smaller team located across two or more locations.you will be working with a growing team of talented data scientists already dedicated to this mission.support sportradar's future computer vision and machine learning initiatives..at least 4 years of experience with machine learning; of which some hands on experience with deep learning and its applications to computer vision (e.g. classification, object detection, recognition, segmentation).1+ year experience in developing or using deep learning frameworks (eg, tensorflow, caffe, pytorch, keras).experience with setting up production deployment pipeline for cv/ml models.comfortable with common data science toolkits (python, r).must be comfortable with modern software development methodologies such as agile development, git, code review, etc..c++, spark and gpu programming is a plus.fluent in english.autonomous and rigorous, and a team player..competitive salary based on your experience.high degree of autonomy.working with international colleagues (main language in the office is english).sportradar handles and provides sports data worldwide (video, data) in real-time: many opportunities to push forward innovative projects.",Senior Computer Vision Data Scientist/Engineer,Slovenia,Sportradar,IT Services,4185399133.0,Glassdoor,46.0553,14.5144,Ljubljana
2896,"Nov 4, 2019","development and implementation of data-intensive machine learning software for real-time auctioning, ad inventory estimation, audience segmentations, and other adtech applications.working with data scientists, product managers, and software engineers to develop and support the software for new machine learning products.ensuring excellence in delivery to internal and external customers.3+ years hands-on industry work experience designing and building large-scale data, machine learning, and analytics applications and pipelines that are well-designed, cleanly coded, well-documented, operationally stable, and timely delivered.5+ years total machine learning experience, including years of academic research.experience with r, python data analysis libraries (pandas, sklearn, numpy, scipy, and matplotlib), and spark mllib.proficiency with spark, hadoop, kafka, hive, and sql.solid software engineering skills, with proficiency in python and experience with scala, java, c/c++.ms / phd in computer science or related field.prior work experience with programmatic advertising/rtb.",Senior Data Scientist / Machine Learning Engineer,Canada,Pubmatic,Internet,4046571486.0,Glassdoor,45.5,-73.5833,Montreal
2898,"Nov 4, 2019","responsible for researching, experimenting, designing and implementing predictive models based on cybersecurity related datasets such as malware, incident response, threat intelligence, etc. the role will lead our internal initiatives to produce analytics and dashboards that can mitigate and manage customer risk to cyber threats..other responsibilities of the data scientist include developing analytics for risk mitigation opportunities, as well as identifying, monitoring, and communicating trends and implementing recommendations based on those trends / analysis in support of achieving goals in line with business strategy..the ideal candidates should be comfortable during technical demonstrations and be able to discuss the specifics of algorithms and statistical methods to a broad audience..experience with offline and cloud-based production ml pipelines (mlops).support our software engineering teams by providing expertise in exploratory data analysis, model development, and advanced analytical techniques and aide in the productization of models.candidate must possess a degree in engineering, mathematics, statistics, computer science or related technical field..strong background in statistics, or probability, as well as experience creating predictive analytics and predictive modeling.3+ years of experience and knowledge in the field of quantitative research and the specialized area of data science, or risk analytics as it relates to the financial services and/or cyber security industry..knowledge of predictive model development/classification.experience with programming languages such as java, python, and c++.knowledge of rest apis and big data platforms (e.g. hadoop and kafka).experience with mlflow, and apache airflow is a plus.knowledge of sklearn, xgboost, lightgbm, tensorflow, and pytorch.fluency with sql on one or more relational databases such as microsoft sql server, mysql, postgres or oracle.background in natural language processing and research techniques that have led to production models.excellent organizational, writing and interpersonal skills.proficient communication skills both orally and in writing with stakeholders of varying analytics skill and knowledge levels.competitive salaries;.this position could be 100% remote or could be at our office in montreal, quebec, halifax or toronto.complete health benefits;.flexible work hours;.accessibility to a group retirement savings program and employer contributions;.cell phone and laptop provided by employer;.continuing education policy;.inclusive culture focused on people, customers and innovation..aws: 3 years (preferred).machine learning: 3 years (preferred).xgboost: 3 years (preferred).postgres: 3 years (preferred).python: 3 years (preferred).",Lead Data Scientist,Canada,GoSecure CounterTack Inc.,,4202832498.0,Glassdoor,45.4167,-75.7,Ottawa
2901,"Nov 4, 2019","design, develop and optimize predictive data models to create business value to our customers, operations and management..identify and refine potential data science use cases together with our business stakeholders..shape our predictive applications through their entire lifecycle - from ideation and specification, architectural design, prototyping and integration into productive systems.be part of designing and setting up a modern analytics architecture fitting the needs of a data driven logistics enterprise..continuously refine our analytics landscape by evaluating new tools and analytical approaches..masters degree in computer science, data science, statistics, mathematics, physics or a similar degree..minimum 3 years of working experience in a similar role..advanced practical experience with supervised and unsupervised machine learning techniques in enterprise settings. proficiency with the use of corresponding systems and tools (e.g. pandas, scikit-learn or similar tools)..experience in the use of big data tools (e.g. spark), containerization (docker, kubernetes, openshift) and cloud platforms (aws, azure, google cloud) is a plus..programming skills in at least one of the following languages: python, java or scala..capability to envision data solutions end-to-end and to support by setting the right priorities..enjoy sharing your knowledge and open to learn from others..fluent in english (spoken and written). german is a plus..",(Senior) Data Scientist (m/f/d),Germany,Kühne + Nagel,Logistics & Supply Chain,4179620111.0,Glassdoor,53.5507,9.997,Hamburg
2909,"Nov 4, 2019","conducting ambitious projects in the transformation of clients through data.collaborating with the other divisions (activation, creativity, and strategy) to provide comprehensive services to your clients.developing privileged relationships with our clients, using your technical abilities to assist in the transformation of their marketing department.securing delivery on your projects.communicating your work and achievements among the team.working closely with your consulting counterpart to build and maintain strong relationships with your clients and best understand their needs.ensuring that your solutions are bringing values to the client problematic.being a good team player, knowing your role and responsibility in the global ambition.demonstrating the skill and credibility required to ensure the success of our clients initiatives.researching and developing new technical approaches to address problems efficiently.sharing best practices and contributing to artefacts institutional knowledge.embodying artefacts values and inspiring others to do the same.currently pursuing a ba/bs or ma/ms in machine learning, mathematics, computer science, or related fields (computer science, statistics, engineering, economics, or a related field) from an accredited college or university..0-1 years of related experience supporting engineering, information technology or other technical operations. a first experience (internship, school project, junior entreprise, etc.) in consulting and/or data ecosystem would be a plus..good understanding of the digital and data ecosystem and its technologies: web analytics, programmatic, dmp, datalake, dataviz, data science, etc..strong interest in marketing & business issues.intellectual curiosity, along with on excellent problem-solving skill, including the ability to disaggregate issues, identify root causes and recommend solutions.a practical and analytical mind-set, you will be passionate about the creation of bespoke solutions for our clients.continuously striving for high performance in all you do.good communication skills.ideal candidates should be passionate about using business acumen along with big data and analytics to address real-world problems and drive significant change..<strong>artefact is the place to be:</strong>.<strong>progress:</strong>.<strong>culture:</strong>.<strong>entrepreneurship:</strong>.",Intern Data Scientist (m/f/d),Brazil,Artefact,Consulting,4141048884.0,Glassdoor,-23.5333,-46.6167,São Paulo
2924,"Nov 4, 2019","improve existing algorithms to analyse increasing volumes of data and provide accurate feedback on smarts activities.build new prediction models for high dimensional data.brainstorm with the other team members to improve existing optimization systems.use dedicated research time to propose innovative solutions.master degree or phd in data science or applied mathematics.5+ years of experience in software industry.strong coding skills in python and scientific libraries.experience in an object oriented language like c#, java or scala.strong proficiency in machine learning and deep learning libraries.entrepreneurial spirit and know-how to identify opportunities of improvement.working proficiency and communication skills in verbal and written english.passion for reading, analysing and criticizing scientific articles.you have already worked on nlp project, or you have some knowledge on nlp algorithms.passion for playing with large volume of data. we are one! at smart, we care for our people. we are certified happy at work and are constantly improving our working environment. meet the team: https://youtu.be/bxvmldyxct0. grow with us! you will work in a challenging and fast-paced profitable context with varied projects and get awesome opportunities to develop your skills and grow internally.. leave your mark! smart is a human-size company. our employees thrive under autonomy and can easily have a strong impact on our business, customers and organization.. live global! you will work across countries & cultures through career path or backpackers program, our interoffice exchange program to boost employees collaboration.. we are transparent! we speak with fact and data and have a true culture of feedback. we believe in an open world and show a strong sense of integrity both internally & externally..",Senior Data Scientist,France,SMART ADSERVER,,4179338223.0,Glassdoor,48.8667,2.3333,Paris
2929,"Nov 4, 2019","develop modeling, simulation, and validation tools to support our ai production team..the particular challenges of our domain require applying a wide range of classical to cutting-edge techniques often with extensive tailoring to build models and statistically validate their predicted performance. this involves careful analysis of complex environments and the ramifications of a change to our real-time pairing and recommendation systems..the r&d team works intimately with our production data scientists, so the role can involve assisting with particularly tricky client models and developing new strategies to address complicated metrics or routing structures..youll also work with our engineering teams and developers to write our real-time call-tracking, pairing and task assignment systems in addition to our modeling and monitoring infrastructure.experience with statistics, machine learning, linear programming, or mathematical optimization, both practical and theoretical.familiarity with simulation and at least one programming language for data analysis such as r, python, or julia.familiarity with sql, relational databases, version control, and tools for reproducibility such as git, jupyter and r markdown, make, or authoring custom packages.demonstrated ability to manage time independently and take projects to completion.willingness to both teach others and learn new techniques.ability to document and explain cutting-edge techniques to other team members.comfort working in a collaborative environment with cross-team communication to bring projects into production.familiarity with bayesian statistics, hierarchical modeling, mcmc algorithms, latent factor models.familiarity with reinforcement learning, dynamic programming, multi-armed bandits.publications in machine learning, statistics, or optimization.software engineering experience, particularly c++.",Research Data Scientist,United Kingdom,Afiniti,Enterprise Software & Network Solutions,4175843626.0,Glassdoor,51.5,-0.1167,"London, England"
2932,"Nov 4, 2019",you have errors in applying.,Senior Data Scientist,Israel,YouAPPi,Computer Hardware & Software,4192147586.0,Glassdoor,0.0,0.0,Israel
2936,"Nov 4, 2019","underwrite and assign client profile to applicants;.assign optimal credit limits to our customers;.thwart identity theft and credit card transaction fraud;.direct emails, chats and phone calls to their ideal internal team;.auto-reply emails and chats when very confident;.accurately determine cause and effect relationships;.evaluate the impact and value of new data sources for our predictive models..2+ years of relevant experience in the area with a track record of leveraging analytics to drive significant business impact.solid programming proficiency in a language that supports statistical learning (e.g.: python, r, julia, etc).solid statistical knowledge and intuition.excellent communication skills: written, verbal and presentation.english language proficiency, portuguese is not required.great willingness to learn and adapt at a high pace environment.competitive compensation package, including opportunity to earn equity ownership in nubank.health, dental and life insurance.",Senior Data Scientist,Argentina,Nubank,Investment Banking & Asset Management,4164956240.0,Glassdoor,-34.5875,-58.6725,Buenos Aires
2941,"Nov 4, 2019","develops machine learning models and delivers coding solutions for complex use cases..test hypotheses from raw data sets, draw meaningful conclusions, and effectively communicate results verbally, in writing, and through effective visualization..participate in and support customer centric projects based on analysis and data science. work together with other analytic teams of vf hu..support regular and ad-hoc analysis needs of vf hu for supporting our business goals and strategy:
.to support and carry out data validation and preparation for analysis.to support and carry out analysis on required topics.to provide base data for researches.to participate in operation of regular running data science models.support lead data scientist
.in its task to manage and administer analytical needs
.manage and administer analytical demands.find the best way to show the analytic results for the management.propose the best way to use the results in the daily business.support the strategy and everyday work with ad-hoc and regular analysis.in administrative tasks in case of absence.masters or bachelors (or equivalent) in quantitative fields like mathematics, statistics, economics, computer science or engineering.5 years analytical, data science experience.proficient in statistical packages and ml libraries (e.g. python, scipy, nltk, keras, h2o, r).familiar with leading visualisation tools (e.g. powerbi, tableau, qlikview).experience in the whole e2e big data solution process: 1. data processing ,2. model-building & testing/validation 3. putting into production.follow our career page on facebook: www.facebook.com/vodafonekarrier.",Senior Data Scientist, Hungary,Vodafone,"Cable, Internet & Telephone Providers",4062028419.0,Glassdoor,47.5,19.0833,Budapest
2946,"Nov 4, 2019","have knowledge of machine learning, data mining and statistical analyses.have working knowledge with any statistical/data mining tools e.g. sas, spss, r & python.should be familiar with sql.experience with large data sets and knowledge of both structured and unstructured data.ability to communicate analytical findings.expert analytical thinking and thought leadership.develop predictive models (e.g. churn prediction model, next best offer model, market basket analysis).develop descriptive models (e.g. behavioural segmentation, lifetime value model, social network analysis) to enhance customer insights.develop optimization models (e.g. network optimization, campaign optimization) to enhance return on investment.completed (or ongoing) undergrad/grad in statistics, applied mathematics, computer science, economics or related field.have taken courses in two or more of the following: probability, inferential statistics, data mining, sql etc.experience with large data sets and knowledge of both structured and unstructured data.ability to communicate analytical findings to senior management.","Intern, Data Scientist",Malaysia,Telenor,Telecommunications Services,4203427975.0,Glassdoor,0.0,0.0,Malaysia
2955,"Nov 4, 2019","<div>you guide the organization about the business potential and strategy of data science/machine learning.</div>.<div>in your role, you identify data-driven and customer-focused business opportunities and collaborate across the business units to understand data, it and business constraints.</div>.<div>furthermore, it is your job to understand new and emerging data sources and process pipelines, acquire access to various source systems.</div>.<div>you apply statistical analysis and visualization techniques, generate hypotheses about the underlying mechanics of the business process together with domain experts and test those hypotheses using various quantitative methods.</div>.<div>additionally, you identify, evaluate and implement the most appropriate algorithm for the specific challenge.</div>.<div>you are responsible for designing, creating and deploying data and modeling pipelines as well as integrating model performance management tools.</div>.<div>as senior date scientist, you influence the direction, productivity and achievement of our objectives and give guidance to more junior colleagues.</div>.<div>you act as a liaison between your team and the business.</div>.<div>at least masters degree in computer science, data science, operations research, statistics, applied mathematics or a related quantitative field</div>.<div>several years of relevant work experience in planning and executing data science projects</div>.<div>experience with developing predictive and prescriptive algorithms and optimization techniques as well as a profound understanding of the mathematical concepts of these algorithms</div>.<div>extensive development experience with python</div>.<div>experience with setting-up, administrating and querying sql and nosql as well as with the hadoop stack</div>.<div>hands-on experience in designing efficient and robust etl workflows, query performance tuning as well as developing task specific data models</div>.<div>candidates with specialization and experience with life science data are preferred</div>.<div>capability to strategize and proactively develop innovative concepts and ideas</div>.<div>ability to foster an open-minded, fail and learn culture as well as to drive activities with minimal guidance</div>.<div>flex-time and working remotely</div>.<div>good development opportunities with in-house education and various training options</div>.<div>gym and variety of company sports groups</div>.<div>competitive salary plus bonus payments</div>.<div>long-term account</div>.",(Senior) Data Scientist - Central Data Science, Germany,Newport Laboratories,"Health, Beauty, & Fitness",4202463044.0,Glassdoor,49.9779,8.0723,Ingelheim am Rhein
2958,"Nov 4, 2019","you come in with 1-2 years of professional statistical modeling experience with solid knowledge of glm, machine learning, and ai.advanced proficiency with one or more statistical programming languages such as r or sas.experience writing intermediate sql queries for data extraction.ability to clearly articulate ideas to both technical and non-technical audiences.your strong project management and time management skills including the ability to prioritize and contribute to multiple assignments simultaneously, delegating work when necessary, setting clear goals, and managing customer expectations.you have an advanced degree in fields of quantitative discipline such as mathematics, statistics, engineering, analytics and other related fields with advanced coursework in statistics.you have hands on experience in optimization of machine learning algorithm and experience in suing deep learning algorithm.ph. d. degree in statistics/computer science from a highly accredited university.contribute to advanced insurance analytics on topics including utilizing telematics data for risk differentiation, as well as other insurance iot.participate insurance analytics tool development projects.collaborate with internal and external partners to deliver innovative analytical products and insights. you will be directly involved in the development of predictive modeling and business intelligence solutions for clients such as credit lenders, insurance carriers, and other financial services institutions.contribute to projects involving descriptive, predictive, and prescriptive analysis leveraging a variety of techniques (such as segmentation, logistic regression, survival analysis, principal component analysis, monte carlo simulation, scenario and sensitivity analysis, and machine learning).lead small projects and/ or work streams as a part of larger projects; this may involve delegating tasks to other team members and managing the team to meet deliverables on time.dig in by extracting data and performing segmentation and statistical analyses on large population datasets (using languages such as r, sas, sql, and python on linux and pc computing platforms).",Insurance Data Scientist,United States,TransUnion,Financial Analytics & Research,4044733159.0,Glassdoor,41.85,-87.65,"Chicago, IL"
2962,"Nov 4, 2019","3 to 6 years experience (flexible).post graduate (ideally) or graduate in relevant field.prior first-hand work experience in ml / ai / nlp / deep learning / reinforcement learning is a primary requirement.proficiency in one or more structured programming languages is also required.experience in building applications on cloud platforms like azure/aws/google cloud using serverless architecture is an added advantage.some database background (sql, hadoop etc.) will be an added advantage.demonstrated experience of working with / leading a high performing team of data scientists would be a distinct advantage..strong analytical & quantitative skills  being able to straddle big picture and details with ease.strong written and verbal communication skills.meticulous and deep attention to detail.","Senior Data Scientist, AI & Unstructured data",South Africa,Kantar,Research & Development,4164434383.0,Glassdoor,-33.9167,18.4167,Cape Town
2963,"Nov 4, 2019","research, design, implementation and optimization of state of the art cv/ml algorithms for our existing and upcoming products.implement computer vision techniques for object classification, labelling, and prediction.share knowledge and mentor a smaller team located across two or more locations.you will be working with a growing team of talented data scientists already dedicated to this mission.support sportradar's future computer vision and machine learning initiatives..at least 4 years of experience with machine learning; of which some hands on experience with deep learning and its applications to computer vision (e.g. classification, object detection, recognition, segmentation).1+ year experience in developing or using deep learning frameworks (eg, tensorflow, caffe, pytorch, keras).experience with setting up production deployment pipeline for cv/ml models.comfortable with common data science toolkits (python, r).must be comfortable with modern software development methodologies such as agile development, git, code review, etc..c++, spark and gpu programming is a plus.fluent in english.autonomous and rigorous, and a team player..competitive salary based on your experience.high degree of autonomy.working with international colleagues (main language in the office is english).sportradar handles and provides sports data worldwide (video, data) in real-time: many opportunities to push forward innovative projects.",Senior Computer Vision Data Scientist/Engineer, Austria,Sportradar,IT Services,4185399131.0,Glassdoor,48.2,16.3667,Vienna
2968,"Nov 4, 2019","3 to 6 years experience (flexible).post graduate (ideally) or graduate in relevant field.prior first-hand work experience in ml / ai / nlp / deep learning / reinforcement learning is a primary requirement.proficiency in one or more structured programming languages is also required.experience in building applications on cloud platforms like azure/aws/google cloud using serverless architecture is an added advantage.some database background (sql, hadoop etc.) will be an added advantage.demonstrated experience of working with / leading a high performing team of data scientists would be a distinct advantage..strong analytical & quantitative skills  being able to straddle big picture and details with ease.strong written and verbal communication skills.meticulous and deep attention to detail.","Senior Data Scientist, AI & Unstructured data",Brazil,Kantar,Research & Development,4164431361.0,Glassdoor,0.0,0.0,São Paulo
2970,"Nov 4, 2019","as part of a team you'll report into a dynamic and highly experienced manager (mentor).you'll play an important role in analysis ratios and exploring improvements for key projects ensuring that there is a value delivered for customer's needs..ideally you'll have 4+ years experience in a data heavy environment.team of .an undergraduate degree in maths, applied maths, statistics or similiar is essential.postgraduate education e.g. a diploma in maths or statistics or masters/ phd would be ideal (we mean .<strong><em><u>coding skills to boot are very nice to have! hint: python python python</u></em></strong>.",Data Scientist - Data Modelling - Customer Analytics,Ireland,IT Search,Staffing & Outsourcing,4202790191.0,Glassdoor,53.3331,-6.2489,Dublin
2972,"Nov 4, 2019","diverse and inspiring colleagues and approachable leaders.stimulating work in a fast-paced, intellectually challenging environment.accelerated exposure and responsibility.being motivated every day by cppibs important social purpose and unshakable principles.a deeply rooted culture of integrity, partnership and high performance.blend alternative sources of data with discretionary investment research to generate important and actionable investment ideas.work in a fast-paced environment, collocated with data engineers, data scientists and portfolio managers..leverage cutting edge technology and data to make the most informed investment decisions by building deeply proprietary research methodologies..define and shape cppibs future research process..advanced university degree in engineering/computer science/mathematics/statistics or other quantitative field preferred..experience with private equity due diligence process is required..deep experience working with both structured and unstructured big data including data exploration/analysis..deep proficiency with one or more programming languages and statistical packages such as python, r, pandas, pyspark, sql..very familiar working with time-series and panel data and performing manipulations..familiarity working with etl pipelines..experience using cloud providers and associated services  aws/gcp/etc..familiarity working with data lakes using s3/redshift..exposure to big data workflows and analytics tools (spark/databricks/cassandra)..familiar with one or more analytic tools such as tableau, looker and creating clear and effective visual displays of data..knowledge of and interest in discretionary investment research..interest in predictive analytics / machine learning..creative and logical thinking..ability to work in an entrepreneurial environment and be a self-starter..","Associate/Senior Associate - Data Scientist, Investment Analytics and Insights",Canada,CPP Investment Board,Investment Banking & Asset Management,4032811101.0,Glassdoor,43.6667,-79.4167,Toronto
