,skill,id
1726,evolution,1
1727,evolutionary,1
1729,executing,1
1733,experiences,1
1739,experimental psychology,1
1746,expert,1
1747,explain,1
1749,exploration.design,1
1611,economic trends,1
1607,econometric models,1
2150,innovated,1
1606,econometric,1
1492,digital media data,1
1493,digital pathology,1
1494,digital pathology biomarker development,1
1495,digital solutions,1
1497,digital touchpoint efficiency measurement,1
1498,digital transformation,1
1499,digital use,1
1501,digitalization,1
1502,digitalizing,1
1503,dimension,1
1504,dimension reduction,1
1505,direct response marketing,1
1506,direct response marketing analysis,1
1507,directed,1
1508,disambiguation,1
1509,discover patterns,1
1510,discovering,1
1512,discrete event,1
1513,discrete event simulation,1
1514,discrete math,1
1515,discrete mathematics,1
1516,discrete-time signal processing,1
1518,disintermediation,1
1491,digital media,1
1489,digital map-making,1
1488,digital industry,1
1473,diagnosis,1
1454,dev ops.ability,1
1458,develop strategies,1
1460,developing algorithms,1
1461,developing analytics,1
1462,developing insights,1
1464,developing optimization algorithms,1
1465,developing reports,1
1466,developing response models,1
1467,developing tracking,1
1470,device drivers,1
1474,diagnostic,1
1486,digital hardware architectures,1
1475,diagnostic product development,1
1476,diagnostic strategies,1
1477,dictionaries,1
1479,digital advertising,1
1480,digital analytics,1
1481,digital customer capability,1
1482,digital data,1
1483,digital data management,1
1484,digital design,1
1485,digital engagement,1
1519,dispatch,1
1523,distributed,1
1524,distributed algorithms,1
1589,dvcs,1
1573,drawing conclusions,1
1574,drawing insights,1
1575,drilling,1
1576,drive insight,1
1577,drive insights,1
1578,driven,1
1579,driving,1
1583,druid,1
1586,duration analysis,1
1588,dv,1
1590,dynamic,1
1569,domo,1
1593,dynamic programming,1
1594,dynamics,1
1595,dynet,1
1597,e-commerce analytics,1
1598,e-commerce conversion,1
1599,e-commerce-,1
1601,e-data processing,1
1602,e-mails,1
1603,earth science,1
1604,ec,1
1572,drawing,1
1568,domains,1
1525,distributed analytics,1
1544,distributional semantics,1
1527,distributed computing platforms,1
1530,distributed data computing,1
1531,distributed data lake,1
1534,distributed environment,1
1535,distributed environments,1
1536,distributed graphs,1
1537,distributed machine learning,1
1539,distributed software,1
1540,distributed system,1
1543,distribution analysis,1
1546,divisional strategy,1
1567,domain-knowledge,1
1550,dmm documents,1
1553,docker-container,1
1555,document clustering,1
1556,document data integration,1
1557,document indexing,1
1558,document parsing,1
1559,document research,1
1560,document semantic,1
1563,documenting sops,1
1566,domain models,1
1802,financial resources,1
1803,financial risk,1
1804,financial risk models,1
1805,financial sector,1
2012,human centred design principles,1
2016,human resourcing,1
2017,human-in-the-loop,1
2018,human-to-human communications,1
2019,humanities,1
2020,humility,1
2021,hyper-,1
2023,hyperparameters,1
2027,hypothesis analysis,1
2030,hypothesis validation,1
2031,ibm data miner,1
2032,ibm i2,1
2034,ic,1
2035,ic.mobile,1
2036,icds,1
2037,ice skating,1
2040,idea,1
2046,iinformatics,1
2047,illegal mining,1
2049,image analysis,1
2050,image analytics,1
2051,image classification,1
2053,image generation,1
2011,"html5,",1
2009,hr,1
2008,horse racing,1
1990,health sciences,1
1971,hacking,1
1973,hadoop architecture,1
1974,handling,1
1976,hardware systems,1
1977,hardware.,1
1982,health architecture,1
1984,health check,1
1985,health cloud,1
1986,health data.,1
1989,health outcomes evaluation,1
1991,health services research,1
2007,home furnishing,1
1994,healthcare data,1
1995,healthcare information protocols,1
1996,heatmap,1
1997,heavy,1
1998,hedging strategies,1
1999,heuristic,1
2002,high availability,1
2003,high frequency time series,1
2004,hiring,1
2005,historical data,1
2054,image management,1
2055,image mining,1
2058,image search,1
2127,information infrastructures,1
2105,industrial research,1
2106,industrial systems,1
2107,industrialise,1
2110,industry knowledge,1
2111,infer,1
2113,inference data pipelines,1
2118,influencing skills,1
2119,inform,1
2122,informatics systems,1
2124,information analytics,1
2129,information platforms,1
2102,industrial development,1
2130,information processing,1
2134,information strategy,1
2135,information system,1
2139,information visualisation,1
2140,informing,1
2141,infraestructura empresarial,1
2142,infrastructure bigdata,1
2144,infrastructure management,1
2145,infrastructures,1
2147,ingesting data,1
2104,industrial experience,1
2099,induction,1
2059,image semantic,1
2074,impactfull,1
2060,image super-resolution and denoising,1
2061,image/speech processing,1
2063,images,1
2064,imaginative,1
2065,imaging,1
2066,imaging algorithms,1
2068,imaging pipeline,1
2069,immunology,1
2071,impact driven,1
2073,impactful outcomes,1
2077,implementacin,1
2098,indicadores,1
2078,implementar,1
2080,implementation documentation,1
2084,implementing algorithms,1
2085,implementing models,1
2086,implements,1
2090,imputations,1
2091,in-memory storage,1
2092,incident response,1
2094,incremental - response modeling,1
2095,incubation,1
1970,h2o,1
1969,h20,1
1968,h&e,1
1859,game theory,1
1848,front end data,1
1849,fscp,1
1850,full,1
1851,full lifecycle processes,1
1852,functional code,1
1854,funding,1
1855,funding optimization,1
1856,funnel optimization,1
1857,futures,1
1858,game metrics.,1
1861,gardening,1
1844,fraud prevention,1
1862,gas exploration,1
1864,gaussian processes,1
1866,general,1
1868,generalised linear models,1
1869,generalization,1
1870,generalized additive models,1
1871,generalized boosted models,1
1872,generalized linear models,1
1874,generate hypotheses,1
1876,generating insights,1
1846,frequency-domain,1
1843,fraud patterns,1
1878,genetic,1
1821,follow up procedures,1
1807,financial statement,1
1808,financial statement close process,1
1811,financing,1
1813,firmware development,1
1814,fisher vector,1
1815,flask,1
1816,flexibility,1
1818,flow,1
1819,flowline,1
1820,fluent english,1
1822,foosball,1
1839,framework design,1
1823,for detail,1
1825,forecast demand,1
1828,forecasting systems,1
1829,forecasts,1
1830,foreign signals intelligence,1
1831,forensic skills,1
1834,formal modeling processes,1
1835,formal process,1
1836,formulating,1
1837,frame,1
1877,generation,1
1879,genetic algorithm,1
1967,gyroscope,1
1949,graph-based algorithms,1
1929,gradient boost,1
1930,gradient boosted trees,1
1932,gradient-boosted,1
1933,gradient-boosted trees,1
1935,graph algorithms,1
1938,graph data,1
1941,graph database analytics,1
1942,graph database design,1
1945,graph network analytics,1
1947,graph structure,1
1950,graph-based analytics,1
1924,governance framework,1
1951,graph-related,1
1952,graphana,1
1953,graphic analysis,1
1954,graphical models,1
1956,graphs.,1
1957,grid reliability studies,1
1958,ground truth generation,1
1960,growth opportunities identification,1
1961,growth strategies,1
1962,guiar,1
1926,gps,1
1921,goal oriented optimization,1
1881,genetics,1
1897,geological visualization,1
1882,genome-wide datasets,1
1884,genomic data science,1
1885,genomic data sets,1
1886,genomic databases,1
1888,genomics data,1
1889,genotyping,1
1890,geo data,1
1893,geographic cluster recognition,1
1894,geographical data,1
1896,geological modeling,1
1898,geometry,1
1920,goal,1
1899,geophysical,1
1900,geoscience consulting,1
1904,geospatial inference,1
1907,german language classes,1
1908,gestionar,1
1909,gint,1
1912,gitlab,1
1913,gizmodo,1
1914,glm/regression,1
1917,globally,1
2273,judge,1
