employer,industry
BHU,Government
Saiesh Infosolutions Pvt Ltd,IT
Palo Alto Networks,Manufacturing
Tagline Infotech,IT
Dell Technologies,Engineering
Camex Wellness Limited,Sales
Rivigo Services Private Limited,Human Resources
Servion Global Solutions,IT
Accenture,Part time
Pattern,IT
Qualitest,Automation
Yara,Management
ADCI - Haryana,IT
Srympex Staffing,IT
Intek Technologies,IT
NGA Human Resources,Part time
NovelERP Solutions Pvt. Ltd,IT
Blue Beds,Logistics
Artvision Media,Arts
Outpace Consulting Services,Recruitment
DXC Technology India,Management
Mohali,Bpo
HDFC Bank,Management
Manoj Kumar Sahoo (Proprietor of Corporate Resources),Facilities
Genpact,Bank
legatohealth.com,Manufacturing
Goodera,Manufacturing
DXC,Engineering
Confer Global,Finance
Mondelēz International,Accounting
Myntra.com,Human Resources
Piramal Nextgen Trading Private Limited,Human Resources
Placement Duty,Publishing
Dotsquares Technologies,IT
Inspire Global Solutions,Arts
AppDirect,IT
Wipro Limited,Consultant
Nessco,Admin
Greenosys Consultants And Solutions Private Limited,Marketing
Insurance Information Bureau of India,IT
"LBM SOLUTIONS, Mohali",IT
HP,Sales
"Fiserv, Inc.",Logistics
EY,Engineering
Comfyi Solution,Engineering
Clear Balance,Architecture
Northgate Public Services,Construction
Myntra.com,Engineering
(Proprietor Of Birla Technology),Customer Service
JUST LIFESTYLE PVT. LTD,Management
PwC,Travel
The Mission Hospital,Admin
MADE EASY EDUCATION PVT LTD,Management
BNY Mellon,Volunteering
Kays Harbor,IT
Discovery,Advertising
CG Power Systems,Marketing
TIE,Education
Quess IT Staffing,IT
Sarthee Consultancy,Food Service
Karan IT Solutions,Engineering
Siemens Limited,Facilities
Nokia,Engineering
DB Engineering&Consulting GmbH,Healthcare
"JPMorgan Chase Bank, N.A.",Energy
Bluez Infomatic Solution,Bpo
Goodrich Gasket Private Limited,Logistics
GMC Studies,Part time
UnitedHealth Group,Consultant
Technogen India Private Limited,IT
Balbhas Business Sysnomics Pvt ltd,IT
Siemens AG,Automation
Asian Paints,Management
Harvas Management Solutions Private Limited,IT
Cohesity,Manufacturing
ITCottage,Part time
Vedant Fashion Pvt .Ltd,Mechanical
Agile Placement,Marketing
Silicon Valley Bank,Manufacturing
Cognizant,Automation
Rightpoint,Insurance
Morpheus Human Consulting,Accounting
Avnet,Healthcare
"Ernst & Young,",IT
Blue Yonder,Construction
SKY AUTOMOBILES,Sales
Info Origin Inc,IT
Nityo Infotech,IT
legatohealth.com,Computer
Profitmart Securities Pvt Ltd,Finance
IQVIA,IT
GetLinks,Publishing
Suguna Foods,Recruitment
HIRING STREET,Admin
Harmony United Psychiatric Care,Social Media
Rampwin Technologies,Human Resources
Twilio,Admin
HOOP INDIA,Part time
Gainwell Technologies,Engineering
Vijaya Management Services,Accounting
Media 7,Sales
NSW Nokia Software,Telecommunication
MaheshSuchit Immigration Pvt. Ltd,Education
Rightkeysol,IT
Tata Communications,Sales
Rockwell Automation,Engineering
Streamlyn Semisoft Pvt Ltd,Management
Twitter,Manufacturing
Mercedes-Benz Research and Development India Private Limited,Manufacturing
PayPal,Finance
Jobin And Jismi IT Services,Management
Hinduja Tech Limited,Engineering
Hewlett Packard Enterprise,Engineering
Acko General Insurance Limited,Insurance
Next Generation Technology,Management
Laurus Industries (P) Limited,Management
Jobs Mantra Group,Human Resources
Wohlig Tranformation,Consultant
Garden of Eden Property Developers Pvt Ltd,Sales
ostron software solution,Sales
Freelancer Prasenjit Dey,Admin
"JPMorgan Chase Bank, N.A.",Hospitality
Milaap,Marketing
Globals Inc.,Management
Icon plc,Manufacturing
Inspire Global Solutions,Logistics
Darshan Trade Links (Aquazen),Admin
Decimal Point Analytics,Marketing
Kids Age Children National Newspaper,Arts
CG Power Systems,PR
Danfoss,Management
Green Lotus,Sales
"LACARA INTERCORP SOLUTIONS PRIVATE LIMITED, India, Chennai.",Part time
Vertafore,IT
Zeidler Legal Process Outsourcing,Admin
Dr POSITIVE HEALTH SCIENCES PVT LTD,Management
Aon Corporation,IT
Manoj Kumar Sahoo (Proprietor of Corporate Resources),Admin
Greeban Fresh Pvt. Ltd.,Social Media
Refinitiv,Marketing
Quatics Tech Pvt Ltd,IT
ANI Calls India Private Limited,Networking
Zensar Technologies,Transportation
Eaton,Facilities
Bhartia Management Consultancy,Engineering
PRIDE PLACEMENT SERVICE,Part time
ALSTOM,Management
NIAH Talent Research,Human Resources
Prerna Trimurty Infotech Pvt. Ltd. ( PTI WebTech ),Logistics
CRED,Insurance
BirlaSoft,Human Resources
BNP Paribas,Insurance
Swift India Facilities Management Pvt. Ltd,Education
BMC,Admin
altran,Mechanical
Isht Ventures LLP,Medical
Morgan Stanley,Computer
McAfee,Networking
WebManufact,IT
De Corporate Consulting Pvt. Ltd.,Human Resources
Invesco,Management
Akamai,Insurance
Dave's Brother Technology,Sales
Grow With Videos,Part time
WELLS FARGO BANK,Management
WonderPoint,IT
Empower Retirement,IT
skilora,Sales
Jewell Paints,Management
Fortanix,Engineering
Koch Technology Center,Customer Service
Computer Engineer,Electronics
Cerentral Consultants,Management
Allied Digital,IT
ADCI - Tamil Nadu,Automation
Qlik,Management
Inspavo,Engineering
LimeLight Creative Solutions,Arts
Uber,Engineering
Nuance,Engineering
Cappricos Technology Solutions Private Limited,Finance
Confio Technologies Private Limited,Marketing
STUN BEAUTY PRIVATE LIMITED,IT
VOLFRAM SYSTEMS INDIA PVT LTD,Engineering
Microland,Automation
Ecom Ads Private Limited,Arts
Cipla,Manufacturing
Capita India Private Limited,IT
Wipro Limited,IT
Afterlife Projects,Marketing
Inspire Global Solutions,IT
AAPro HR Solutions,IT
Lloyd's Register Group,Management
Rubrik Job Board,Engineering
HEADSTART GLOBAL,Logistics
Medtronic,Computer
Ziatech solutions,Security
Teva Pharmaceuticals,Pharmaceutical
Ortho Life Systems,Human Resources
News Track Infomedia Pvt. Ltd.,Part time
NTT MSC,Education
Expro,Admin
Deutsche Bank,Finance
CFI India Network,Part time
Shell,Recruitment
Monkhub,Manufacturing
Enfec Solutions,IT
veative labs,Arts
Select Engineering & Systems,Admin
Aczet Pvt. Ltd. Andheri-Mumbai,Mechanical
Music Square- Times Lifestyle,Insurance
Agarwal Packers and Movers Ltd,Admin
Intertrust,IT
Novartis,Travel
P5 Business Consulting LLP,Training
DuPont,Finance
amdocs,Management
Chandigarh University,Education
Splice Global Services,Marketing
Core Careers Private Limited,Human Resources
DemandMatrix,Logistics
Aman Mathur Fashion House,Fresher
Windows Consultants Pvt. Ltd.,Management
ST Saura Resources,Healthcare
MADE EASY EDUCATION PVT LTD,Recruitment
Fenicia Pvt. Ltd.,Education
Unimarck Pharma,Pharmaceutical
Nuage Biztech,IT
Philips,Scientific
Sarthee Consultancy,Manufacturing
Udayy,Marketing
Glu Mobile,Hospitality
Ciel,Logistics
Deutsche Bank,Healthcare
RB Pvt ltd,Part time
Expedia Group,IT
Stalwart management consulting,Management
AI Engineer,IT
skilora,Loans
Smpl Management,Bank
Coursera,Government
Clarivate Analytics,Sales
GSK,IT
GenxRooms,Sales
Sanveo Technology,Computer
Ashwini Beauty Palace,Services
URS Systems Private Limited,Engineering
Connecting 2 Work,Social Media
Genpact,Legal
GEP,Consultant
insurance Channel Banca,Management
The Better India,Marketing
Synergie Appliances,Logistics
3AK CHEMIE pvt ltd,Accounting
Indian Plywood Industries Research and Training Institute (IPIRTI),Management
NTT DATA Services,Consultant
BT,Marketing
Tophawks,Part time
Saraswati Seva Foundation,Teacher
Vodafone,Advertising
ISO,Services
Investor Propmart,Part time
DATAMARK INDIA BPO LLP,Manufacturing
CNTC India Projects,Advertising
Qalara (MesIndus Ventures),Marketing
Apogee India Private Limited,Part time
Zafran Naturals,Accounting
Olam Group,Volunteering
Manoj Kumar Sahoo (Proprietor of Corporate Resources),Marketing
EI Design,Marketing
Solitaire Infotech Solution,Services
Genpact,Education
Riju Karan (Proprietor Of Toyota Climax India),Mechanical
CIEL HR Services,Human Resources
Adani Group,Healthcare
State Street Corporation,Accounting
Maven Wave Partners,IT
India Manpower Solutions,Admin
Solitaire Infotech Solution,Manufacturing
WALBRYDGE TECHNOLOGIES PVT LTD,IT
Bytize Technology Solutions Pvt Ltd,Computer
MP Dominic & Co,Engineering
Inc Rev Consulting,Marketing
Decimal Point Analytics,Human Resources
Add Pearlinfo Pvt. Ltd.,Computer
Lionbridge Technologies,Human Resources
Infinity Software Solutions,Scientific
Nowrang Foods,Education
State Street Corporation,Admin
Sia Publishers & Distributors Pvt Ltd,Part time
Cepheid,Training
Krea University,Training
Reliance Jio Infocomm Limited,Accounting
Mobile Application Developer,IT
Hare Krishna Movement Jaipur,Agriculture
Gembrill Technologies,IT
Rexon-Proserv,Marketing
Edify World School Attapur,Services
Siddh RecruiTech,Engineering
Transasia,Manufacturing
Genpact India Private Limited,Human Resources
Counselor/Telecaller,Human Resources
Transasia,IT
Worley,Management
Datapierce,Arts
Trans GNX,Bpo
Spectrum Digital Infocom,IT
Wabtec,Training
SunTrop Solar Private Limited,Marketing
ASSPL - Karnataka,Marketing
Vodafone,Facilities
SAMVITH TECH SERVICES9811318321,IT
LN Webworks,IT
Survik software Pvt. Ltd.,Human Resources
Risk Management Solutions (RMS),Management
Multirecruit,IT
Vijay Kumar ( Proprietor of S R Recruiters),Management
Hogarth Worldwide,Management
Sun n Sand Hotel,Food Service
Prowess India,Scientific
Trimurti Corns Agro Foods,Management
Career Foresight Hr Solutions Llp,Human Resources
K.L.MAHAJAN & SONS,Part time
DynPro India Private Limited,Healthcare
Global Management And Services,Finance
OLIVER Agency,Arts
Vikvins Consultants Pvt. Ltd,Telecommunication
ANI Calls India Private Limited,Automation
Access Automation Private Limited,Finance
Robu.in,Management
Vaikunth Fabrics,Sales
Coppergate Consultants,Bank
Crown HR Services,Logistics
Hk group,Bank
TeamPlus Staffing Solution Pvt Ltd,IT
Springer Nature,IT
HDFC Bank,Mechanical
Cognus Technology,Arts
KORED INFRATECH Pvt LTD,Engineering
"CGI Group, Inc.",Management
ATEES Infomedia Pvt Ltd,Sales
Ramraj Cotton,Bank
Frontier Agrotech,Accounting
Outpace Consulting Services,Part time
IG Group,Management
IOS Developer,IT
Saaki Argus And Averil Consulting,IT
Secure services,Customer Service
Meredith Corporation,Engineering
Awfficacy Business Solutions Private Limited,Fresher
InForGrowth,Publishing
V 2 Soft Private Limited,Computer
Vudum Srinu (Proprietor Of Suncity Star Technology),Construction
Indxx Capital Management Private Limited,IT
Ideamagix,IT
Siemens AG,Engineering
"Isd pvt,ltd",Bank
Hari Om Consultancy,IT
Call 2 Hire,Logistics
"ESIC Hospital, Ernakulam",Medical
BookMyShow,Management
tecHindustan Solutions,Publishing
Underwriters Laboratories Inc.,Manufacturing
Team Computers,Computer
Infochola,Services
A-KAN INSURANCE,Insurance
Farm to Table Food Logic India Private Limited,IT
Ameriprise Financial,Transportation
Digital Dhaba,Social Media
National Fire Armour,Mechanical
Unisys,Sales
Avanze Group,IT
Riverforest Connections,Finance
Sahaj Therapy,Scientific
InheritX Solutions Pvt Ltd,Engineering
Rebel Foods,Restaurant
Shakun Sharma (Proprietor Of FM Industry),Construction
Windows Consultants Pvt. Ltd.,Manufacturing
Inspire Global Solutions,Pharmaceutical
Boston Scientific Corporation,Engineering
Flexiventures Private Limited,Marketing
Britannia,Sales
DXC,Recruitment
Impressive Star Softwares Private Limited,Admin
I Mates Consultants,Management
Techsolvo,IT
Whiteice Network,Retail
SAP,Publishing
Apple,Automation
Axiom Consulting,IT
NHRC,Management
Anaplan,Sales
PI Industries Ltd.,Sales
SAP,Human Resources
Hanvesh Media Solutions,Arts
Getlead Analytics Calicut,IT
Alankit Group,Sales
Recruitcell HR Consultants pvt Ltd,Customer Service
CreatFx Studio,Social Media
Netway Home Products,Pharmaceutical
TeachForIndia,Government
Q2ebanking,Manufacturing
Sapna Manish Sharma (Proprietor Of JBM India),Manufacturing
Accenture,Arts
Schenker India PVT LTD.,Management
CONNECTING 2 WORK,Part time
Junglee Games,IT
Virtusa Software Services Private Limited,IT
Genpact,Architecture
Apty,Engineering
Ashiana,Management
Yes Bank,PR
Innovalance Learning Systems,Education
Ahmnis HR Solutions,IT
Paramount India Pvt Ltd,Logistics
Volvo Group,Electrical
xanthippe creations pvt ltd,Engineering
Techmango Technology Services,Engineering
ACRNS Analytical Technologies Private Limited,Training
Citi,Legal
Range Generation Next LLC,Electronics
GALE Partners,IT
Red Apple Technologies,IT
Testbook Online Learning Centre,Logistics
GLOBALFOUNDRIES,Mechanical
RGF Professional Recruitment,Manufacturing
DIVINE INTERNATIONAL,Computer
Calypso,IT
DIKAZO SOLUTIONS PVT LTD,Part time
IBM,Manufacturing
MJ Realty,Sales
Bayer,Healthcare
Ivin Hr Services,Finance
Futures and Careers,Management
Wells Fargo,Consultant
panacea healthcare management,Sales
Finastra Software Solutions India Private Limited,Bank
valueaddsofttech,Admin
ADCI HYD 16 SEZ,Healthcare
Paramount overseas,Social Media
Thermo Fisher Scientific,Engineering
Streamhub,IT
Impact IT PVT LTD,Computer
Codify Classes Dot Com,Consultant
audibene / hear.com,Manufacturing
123Stores ECommerce,Management
NSW Nokia Software,Networking
Nagwa,Manufacturing
Kreshya,Arts
Client of HRithmetic Solutions | Professional Services,Sales
Airtech Engineers,Part time
CognitiveClouds,Engineering
Paradise Placement Consultancy,Facilities
Diebold Nixdorf,Automation
SANJAY CHEMICALS INDIA PVT LTD,Retail
S&P Global,Management
Cargill India,Engineering
Azim Premji Foundation,Management
SCIEX,Management
"Groupon, Inc.",Government
NTT DATA Global Delivery Services Limited,Finance
Aon Corporation,Automation
Merkle,Management
PGIMER,Healthcare
Rapid Talent Solutions,IT
National Payments Corporation of India,Sales
RankerZ Media,Marketing
Vogo Automotive Private Limited,Customer Service
FourKites,IT
altran,Computer
Essvee Consultants,Consultant
CRED,Architecture
VR Careerz,IT
Orange,Management
Vudum Srinu (Proprietor Of Suncity Star Technology),Engineering
One stop solution,IT
DynPro India Private Limited,Electronics
Plethora IT,Healthcare
Mastree,Education
Crust Accessories,Admin
Ernst & Young,Admin
Fidelity International,Management
Velocity Technology Solutions,Engineering
Tresbien HR Consultancy,Bank
Primesoft Solutions Inc,Engineering
Linesight,Engineering
Chai Pani (Rap Ventures India LLP),Marketing
Epsilon India,Engineering
Syngene,Accounting
CubicQuest Technologies,PR
Synergy Resource Solutions,Energy
Virtual Physician Scribes,Insurance
Aureate Labs Pvt. Ltd,IT
TechKshetra Info Solutions,IT
ANI Calls India Private Limited,Telecommunication
IBI INSTITUTE,Admin
Apogee Grow,Construction
Yash Technologies,Manufacturing
Share:,Management
Pentableu,Marketing
Stalwart management consulting,IT
Prowess India,Advertising
Clean Air Asia,Admin
SANJAY GRAIN PRODUCTS PRIVATE LIMITED,Retail
Saaki Argus And Averil Consulting,Mechanical
Brunel India Private Limited,IT
Spearline,Engineering
Amvion Labs Private Limited,Finance
BPO Executive,Customer Service
Barclays,Manufacturing
Laravel Developers,IT
Caterpillar,IT
Globalzone,PR
Sampoorna Computer People,Management
Altem Technologies,Recruitment
SS&C Technologies,Recruitment
Rasayu Group,Medical
TheGreedstore.com,Advertising
foodbheem,Hospitality
Odisha State Health and Family Welfare Society,Insurance
DB Engineering&Consulting GmbH,Energy
Venpa Staffing Services India Private Limited,Engineering
Nexperts Academy,IT
V Manpower Management,Part time
prabandhh.com,Hospitality
Crescendo Manpower Consultany Private Limited,Retail
Disegno Architects And Interior Designers,Construction
Vethaloga vidhyalaya,Teacher
Genpact,Accounting
Accenture,Publishing
Cyient,Engineering
Harjai Computers Private Limited,IT
Avallon Osiris India Pvt Ltd,Admin
PwC,IT
Qualitest,IT
Arbor Financial Systems,Computer
SBM Offshore,Engineering
Morpheus Human Consulting,Sales
Cipla,Security
Manoj Kumar Sahoo (Proprietor of Corporate Resources),Human Resources
20B Software Services Pvt Ltd,Customer Service
Saks Fifth Avenue,Arts
Merck KGaA,Pharmaceutical
Ubmdataservice,Computer
BPO Executive,Bpo
i HUB Manpower Solutions - Surat,Management
abc consultants,Consultant
Mocero Health Solutions,IT
Aarvi,Engineering
NHIDCL,Admin
Koncept Cloud Private Limited,IT
Sapna Manish Sharma (Proprietor Of JBM India),Engineering
Trace Network & Engineering Pvt Ltd,Sales
Softobiz Technologies Pvt Ltd.,Manufacturing
Unacademy,Admin
Feednet Solutions Pvt Ltd,IT
freshermart,PR
Call 2 Hire,Bpo
Reliance Jio Infocomm Limited,Telecommunication
Sone India Group Of Industries,Part time
Gainwell Technologies,Healthcare
7S Consulting Services,Part time
SPRAT - Society For Promoting Rationality,Human Resources
Micron Semiconductor Asia Operations Pte. Ltd,Facilities
Coltene Whaledent Pvt Ltd,Pharmaceutical
IBM,Travel
Palo Alto Networks,Engineering
webs beetle Pvt Ltd,Human Resources
Siemens Technology and Services Private Limited,Sales
Alchemy Research & Analytics,Finance
Moxman Private Limited,Social Media
Bank of America,Government
Hetero Drugs,Scientific
Icon plc,Management
Infochola,Engineering
Publicis Sapient,Customer Service
PayGate India Private Limited,IT
Revele India Pvt Ltd,Human Resources
Yashus Digital Marketing,Customer Service
Solitaire Infotech Solution,Fresher
Bombay Natural History Society,Healthcare
RP INFOCARE PVT LTD,Automation
Jubinav Chadha Design Studio,Fresher
Digital Eyecon Pvt Ltd,Arts
Freelancer Gunjan Bhatia,Customer Service
degree college,Education
Rexon-Proserv,Facilities
Proses Web Technologies Pvt. Ltd.,Arts
MPS,Publishing
Mindshare,Construction
Mediators India,Logistics
Helpful Insight Solution,Publishing
Brand Provoke Consultants,Advertising
Trunkoz Technologies,Marketing
VISUAL WEBSITE OPTIMIZER,Sales
The Estée Lauder Companies,Advertising
WorkForce A,Human Resources
Iraitech Innovations & Technologies Private Limited,Healthcare
Angular JS Developer,IT
Chaitanya HR Consultancy,Human Resources
Sitecore,Marketing
Ritwik Software,Advertising
Confer Global,Management
Gainsight,Management
Resilinc,Part time
Fusion Engineering,Arts
McAfee,PR
Nehru Yuva Kendra Sangathan (NYKS),Part time
AJ Career,Sales
opentext,Management
Adobe,Arts
Blue Bird Career Service,Logistics
SKM ANIMAL FEEDS AND FOODS (INDIA) PVT LTD,Part time
N.S.POLY INDUSTRIES,Accounting
DEPL House,Logistics
Khaansama,Management
ULTRAFLY SOLUTIONS,IT
Client of Olympus Management Consultancy Services Pvt Ltd,Customer Service
BlackRock,Engineering
"Kapil Consultancy,Ahmedabad",Transportation
Hospital lucknow,Healthcare
Caterpillar,Engineering
Taxmann,Publishing
CommScope,IT
Sanap & Associates,Part time
Visionyle Solutions Private Limited,Sales
Expeditors,IT
Warehouse Assistant / Store Keeper,Retail
infobeckons technologies Pvt ltd,Automation
k. k. Wagh Education Society,Scientific
ADCI - Karnataka,Construction
UST Global Singapore Pte Limited,Manufacturing
IDP Education Ltd,Management
Slabstacks Construction Technologies Pvt. Ltd.,Consultant
Gainwell Technologies,IT
Comfort Click,Advertising
Ameriprise Financial,Engineering
Branch,Finance
Genpact,Insurance
Geojit Financial Services Ltd,Management
Fission Labs,Sales
Client of 7SHR,Admin
Google,IT
Emphasis World,Sales
Dreamonn,IT
Ericsson,Management
AMD,IT
ClimaCell,IT
Digital Xpressions,Computer
Team Qore Management India Private Limited,Healthcare
CMM Languages & Web Services,Management
Ernst & Young,Recruitment
Lead4Need Pvt. Ltd.,Construction
Credence Resource Management Pvt.Ltd,Customer Service
Shya Tech Labs Private Limited,Social Media
Bhartia Management Consultancy,Training
TRIPN Designer Tours,Publishing
Allscripts Asia,Manufacturing
McAfee,Manufacturing
yara communications,Part time
"ESIC Hospital, Varanasi",Teacher
Tata AIA Life,Management
Vadera & Co.,Healthcare
Fortune Human Capital,Management
MavenBuzz Technologies,Engineering
Trane Technologies,IT
PayPal,Construction
Consulate General Mumbai,Security
Accounts Assistant and Computer Operator,Fresher
Mulpuri Aqua Processors Pvt Ltd,Accounting
BSC Interiors Pvt. Ltd.,Hospitality
Camex Wellness Limited,Facilities
InDev,Manufacturing
Infochola,Consultant
Bank of America,Advertising
Flux,Logistics
Indydigital,Arts
Enterprise Bot,Logistics
United Nations Development Programme (UNDP),Manufacturing
UoH,Scientific
INNsight.com,Logistics
Pratha: The Indian School of Cultural Studies,Publishing
Comcast,IT
Ingram Micro,Engineering
"Creative Capsule, LLC",Sales
Emerson,IT
Accenture,Logistics
Credit Suisse,Construction
Buzo Media Services,IT
Now Purchase,Admin
Paul mason consulting,IT
Hoverup Media,Arts
Flashclouds Pvt Ltd.,Arts
Sarthee Consultancy,Pharmaceutical
Mahindra & Mahindra Ltd.,Management
"Riverbed Technology, Inc.",IT
Byju's Think and Learn Pvt. Ltd,Sales
ElasticRun,Advertising
Hinpa Incorporation,Management
Mahindra Comviva,Engineering
Synopsys,Engineering
Codersarts,Marketing
Experion,Consultant
Lucid,Marketing
Shivam Developers,Accounting
SRV Media Pvt Ltd.,Part time
ION IP Optical Networks,IT
PRINTLAND DIGITAL INDIA PVT LTD,Arts
Innovary Technologies,Security
Medhaavi Digital LLP,Consultant
Technigent Software Solutions,IT
NUQUI FOODS CORP,Sales
S&P Global Ratings,Engineering
IHS Markit,Management
Comezzo,PR
LitmusWorld,Social Media
Standard Chartered,Telecommunication
Cubic Corporation,IT
TALENT MAX HR & MANAGEMENT CONSULTANTS,IT
Reliance Jio Infocomm Limited,Finance
Matrix Weighing Systems,Management
Gforge Techsolutions India Private Limited,IT
Gargi Manpower solution,Restaurant
GITS Academy,Publishing
Altis pvt ltd pithampur,Facilities
inFeedo,Management
Flipkart,Engineering
Sutherland,Consultant
Bees And Baubles,Marketing
AddressHealth Solutions India Pvt Ltd,Management
Discus IT,IT
Speed Web Services,Marketing
Careers Icon,Education
Sophus It Solutions LLC,IT
Bain & Company Inc,Management
Rainstreamweb,IT
Specteyecular world healthcare initiative private limited,Social Media
Logicon Technosolutions,Internet
Krudh Solutions For Life Private Limited,IT
vrunda placement,Sales
Kuehne+Nagel,Transportation
Solize,Management
Advanced,Government
MSR India,Insurance
Citi,Finance
KVC Consultants Ltd..,Bpo
Tutelage Professionals Pvt Ltd,Recruitment
Crediwatch,Sales
AxisTechnoLab,IT
Select pharma and health care limited,Pharmaceutical
Dresma,Arts
Stryker,Engineering
Nanyata Software Solutions (Datagaps India),Manufacturing
Tekskills India Private Limited,Electronics
Schneider Electric,Accounting
Wells Fargo,Loans
Cerner Corporation,Management
Saransh Software Solutions Private Limited,Engineering
FLEEK MOTORS PVT LTD,Insurance
CIEL HR Services,Management
Philips,Manufacturing
Legalwiz,Sales
Madhuban Motors Pvt. Ltd.,Human Resources
Lavya Associates,Training
KITCHEN ON MY PLATE,Management
Skywings Advisors,Sales
wulgul,PR
RC BENTEX,Training
PsiBorg Technologies Pvt. Ltd.,Part time
Hcode Technologies,Management
Vallabh Aircon,Logistics
iCore,Engineering
Wells Fargo,Manufacturing
NarayanaGroup,IT
NYB Infra,Human Resources
Divvy Solar Power & Solutions Pvt Ltd,Sales
Sutherland,Engineering
Variety Innovation Venture Private Limited,Engineering
Skillsoft,PR
Yashus Digital Marketing,Management
SASTRA University,Government
V lifecare private limited,Customer Service
Puminati Digital Pvt. Ltd.,Social Media
Unilever,Sales
Kakatiya HR Solutions LLP,PR
"K.K.Balusamy & Co.,",Sales
Connecting 2 Work,Restaurant
Velocity Technology Solutions,Accounting
OTFCoder,IT
Nuclear Power Corporation of India Limited (NPCIL),Facilities
Evolve Snacks,Marketing
Compact Solutions,Finance
MSR India,Engineering
E-Friend Solutions India,Construction
AEI Technologies,Human Resources
Tiara Consultancy services,Admin
Millennium Ims Private Limited,Consultant
Khoros,IT
CDO Chief Digital Office,Internet
Client of ORATE Training & Placement Services,Computer
GoForPost,Social Media
Ras pvt ltd,Retail
Paradise Placement Consultancy,Manufacturing
SAUBHAGYAM WEB PVT. LTD.,Part time
Maropost,IT
Goalreify,Manufacturing
Micron Semiconductor Asia Operations Pte. Ltd,Volunteering
Indus Trade Links Private Limited,Arts
Vipsa talent solutions,Customer Service
Life Scanners,Arts
Harman Connected Services Corporation India Private Limited,Manufacturing
QuestAlliance,Admin
Flipkart,Arts
DXC Technology India,Finance
Universal Tribes,Social Media
Malayogam Private Limited,IT
PW,Sales
Amserje Investment & Finance Co. Pvt. Ltd.,Admin
Mindcrew Technologies Pvt Ltd.,Pharmaceutical
Welcome cure Pvt Ltd,Marketing
Emblixsolutions,IT
Neelgiris Compressors Company / S G vayu Equipments Pvt Ltd,Admin
VMware,Manufacturing
i2TECHSLABS PVT LTD,IT
Public Health Foundation of India,Management
Kids Age Children National Newspaper,IT
Horizon Medical Systems,Sales
Nielsen,Automation
Shoppers Adda,Fresher
Udaan,Automation
EstateMint,Marketing
DiversePhds,Admin
Mind Circus Innovations,Arts
SBM Offshore,Management
NetApp,Sales
SRMC University,Pharmaceutical
Lionbridge Technologies,Consultant
Genpact,Arts
State Street Corporation,Training
Mobiloitte Technologies,IT
V SUPPORT SERVICES,Sales
Gray Matrix,Part time
Epsilon India,Logistics
S&P Global,Scientific
Paper Plane Solutions.,Management
Halehuman Capital,Part time
EY,Travel
Merkle Sokrati,Arts
Accenture,PR
NKV Enterprises,Recruitment
Solitaire Infotech Solution,Marketing
Befree Business Resourcing LLP,Management
Jatin Verma’s IAS Academy,Education
Covance,Medical
iCore,IT
Michael Page,Marketing
Microsoft,Logistics
Schneider Electric,IT
Farsoft Infotech Private Limited,Arts
Allwyn Cables,Marketing
Shakun Sharma (Proprietor Of FM Industry),Part time
S4S Technocrats,Human Resources
(Proprietor Of Birla Technology),Electrical
btw visa services india pvt ltd,Management
NSKL,Admin
S R RESIDENCY,Education
Roots Multiclean,Sales
Ababil Healthcare,Engineering
eNest Technologies Pvt. Ltd.,Engineering
Emagine People Technologies Pvt Ltd,Management
HSBC,IT
STIC soft solutions,Management
IncubXperts TechnoConsulting Pvt. Ltd.,Engineering
Solitaire Infotech Solution,Human Resources
Manoj Kumar Sahoo (Proprietor of Corporate Resources),PR
Affinidi Group,Human Resources
SALVAVIDAS PHARMACEUTICAL PVT. LTD.,Sales
Barclays,Customer Service
Autodesk,Automation
Live Connections,Engineering
EFI,PR
Confer Global,Sales
TRS Forms & Services Pvt Ltd,Manufacturing
Quintessence Business Solutions And Services Pvt Ltd,Healthcare
Ravas Games,Human Resources
PI Industries Ltd.,Education
Volvo Group,Management
State Street,Accounting
SAKET INFRADEVELOPERS PVT LTD,Accounting
Nals Outdoors,Insurance
Primus Placement Services,Engineering
Cimcon Automation,Marketing
ANKITA ARYA DESIGNS,Arts
PUNJAB JEWELS,IT
Matrix Weighing Systems,Electrical
Oracle,Part time
G&R Management Consultancy,Customer Service
PGIMER,Scientific
CIEL HR SERVICES,Services
Teleperformance DIBS,Human Resources
RISHABH MOTORS,Human Resources
Sopra Steria,Admin
Ratna Sagar,Sales
Kennedys,Management
Rahi Systems,Engineering
Tekskills India Private Limited,Networking
Pramati Technologies,Engineering
Livspace,Arts
GodMother International Pvt Ltd,Part time
ABB,Engineering
Maruti Suzuki India Ltd,Engineering
Ninjacart,Logistics
ABB,Networking
Quess IT Staffing,Management
Wize Enterprises,PR
Cognizant,Services
Safari Kid,Teacher
Peak,Construction
Ele1 Consultants,Part time
Vijaya Management Services,Engineering
Marg Hospitality,Training
Goodwill wealth management Pvt Ltd,Sales
Tejarat Marketing,Sales
